ORIGID,CountyName,PopulationCensus16,IGEasting,IGNorthing,Lat,Long,UniqueGeographicIdentifier,ConfirmedCovidCases,PopulationProportionCovidCases,x,y,FID,TimeStampDate
,Dublin,1347359,313762,235813,53.3605,-6.292,,,,-6.292,53.3605,3620,2020-03-01T00:00:00.000Z
,Galway,258058,151045,235818,53.3705,-8.7362,,,,-8.7362,53.3705,3621,2020-03-01T00:00:00.000Z
,Kerry,147707,92975,102996,52.1689,-9.565,,,,-9.565,52.1689,3622,2020-03-01T00:00:00.000Z
,Kildare,222504,281262,221513,53.238,-6.7837,,,,-6.7837,53.238,3623,2020-03-01T00:00:00.000Z
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,,,-7.2175,52.5816,3624,2020-03-01T00:00:00.000Z
,Laois,84697,244211,193996,52.9952,-7.3423,,,,-7.3423,52.9952,3625,2020-03-01T00:00:00.000Z
,Leitrim,32044,200446,319670,54.1261,-7.9939,,,,-7.9939,54.1261,3626,2020-03-01T00:00:00.000Z
,Limerick,194899,149743,141780,52.5255,-8.7412,,,,-8.7412,52.5255,3627,2020-03-01T00:00:00.000Z
,Longford,40873,220162,275901,53.7325,-7.6952,,,,-7.6952,53.7325,3628,2020-03-01T00:00:00.000Z
,Louth,128884,299463,297349,53.9161,-6.487,,,,-6.487,53.9161,3629,2020-03-01T00:00:00.000Z
,Mayo,130507,117679,297355,53.9191,-9.2537,,,,-9.2537,53.9191,3630,2020-03-01T00:00:00.000Z
,Meath,195044,284946,271349,53.6851,-6.715,,,,-6.715,53.6851,3631,2020-03-01T00:00:00.000Z
,Monaghan,61386,268914,326818,54.1857,-6.9452,,,,-6.9452,54.1857,3632,2020-03-01T00:00:00.000Z
,Offaly,77961,222690,223679,53.2632,-7.6607,,,,-7.6607,53.2632,3633,2020-03-01T00:00:00.000Z
,Roscommon,64544,182029,283486,53.8008,-8.2735,,,,-8.2735,53.8008,3634,2020-03-01T00:00:00.000Z
,Sligo,65535,165130,323355,54.1581,-8.5345,,,,-8.5345,54.1581,3635,2020-03-01T00:00:00.000Z
,Tipperary,159553,205427,154345,52.6407,-7.9206,,,,-7.9206,52.6407,3636,2020-03-01T00:00:00.000Z
,Waterford,116176,234676,105809,52.2035,-7.4935,,,,-7.4935,52.2035,3637,2020-03-01T00:00:00.000Z
,Westmeath,88770,238362,255966,53.5524,-7.4219,,,,-7.4219,53.5524,3638,2020-03-01T00:00:00.000Z
,Wexford,149722,301627,141559,52.5164,-6.5037,,,,-6.5037,52.5164,3639,2020-03-01T00:00:00.000Z
,Wicklow,142425,311162,197894,53.0205,-6.3442,,,,-6.3442,53.0205,3640,2020-03-01T00:00:00.000Z
,Carlow,56932,278661,163444,52.7168,-6.8367,,,,-6.8367,52.7168,3641,2020-03-02T00:00:00.000Z
,Cavan,76176,246380,304501,53.9878,-7.2937,,,,-7.2937,53.9878,3642,2020-03-02T00:00:00.000Z
,Clare,118817,133493,182732,52.8917,-8.9889,,,,-8.9889,52.8917,3643,2020-03-02T00:00:00.000Z
,Cork,542868,156242,77860,51.9517,-8.6372,,,,-8.6372,51.9517,3644,2020-03-02T00:00:00.000Z
,Donegal,159192,202615,405691,54.8989,-7.96,,,,-7.96,54.8989,3645,2020-03-02T00:00:00.000Z
,Dublin,1347359,313762,235813,53.3605,-6.292,,,,-6.292,53.3605,3646,2020-03-02T00:00:00.000Z
,Galway,258058,151045,235818,53.3705,-8.7362,,,,-8.7362,53.3705,3647,2020-03-02T00:00:00.000Z
,Kerry,147707,92975,102996,52.1689,-9.565,,,,-9.565,52.1689,3648,2020-03-02T00:00:00.000Z
,Kildare,222504,281262,221513,53.238,-6.7837,,,,-6.7837,53.238,3649,2020-03-02T00:00:00.000Z
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,,,-7.2175,52.5816,3650,2020-03-02T00:00:00.000Z
,Laois,84697,244211,193996,52.9952,-7.3423,,,,-7.3423,52.9952,3651,2020-03-02T00:00:00.000Z
,Leitrim,32044,200446,319670,54.1261,-7.9939,,,,-7.9939,54.1261,3652,2020-03-02T00:00:00.000Z
,Limerick,194899,149743,141780,52.5255,-8.7412,,,,-8.7412,52.5255,3653,2020-03-02T00:00:00.000Z
,Longford,40873,220162,275901,53.7325,-7.6952,,,,-7.6952,53.7325,3654,2020-03-02T00:00:00.000Z
,Louth,128884,299463,297349,53.9161,-6.487,,,,-6.487,53.9161,3655,2020-03-02T00:00:00.000Z
,Mayo,130507,117679,297355,53.9191,-9.2537,,,,-9.2537,53.9191,3656,2020-03-02T00:00:00.000Z
,Meath,195044,284946,271349,53.6851,-6.715,,,,-6.715,53.6851,3657,2020-03-02T00:00:00.000Z
,Monaghan,61386,268914,326818,54.1857,-6.9452,,,,-6.9452,54.1857,3658,2020-03-02T00:00:00.000Z
,Offaly,77961,222690,223679,53.2632,-7.6607,,,,-7.6607,53.2632,3659,2020-03-02T00:00:00.000Z
,Roscommon,64544,182029,283486,53.8008,-8.2735,,,,-8.2735,53.8008,3660,2020-03-02T00:00:00.000Z
,Sligo,65535,165130,323355,54.1581,-8.5345,,,,-8.5345,54.1581,3661,2020-03-02T00:00:00.000Z
,Tipperary,159553,205427,154345,52.6407,-7.9206,,,,-7.9206,52.6407,3662,2020-03-02T00:00:00.000Z
,Waterford,116176,234676,105809,52.2035,-7.4935,,,,-7.4935,52.2035,3663,2020-03-02T00:00:00.000Z
,Westmeath,88770,238362,255966,53.5524,-7.4219,,,,-7.4219,53.5524,3664,2020-03-02T00:00:00.000Z
,Wexford,149722,301627,141559,52.5164,-6.5037,,,,-6.5037,52.5164,3665,2020-03-02T00:00:00.000Z
,Wicklow,142425,311162,197894,53.0205,-6.3442,,,,-6.3442,53.0205,3666,2020-03-02T00:00:00.000Z
,Carlow,56932,278661,163444,52.7168,-6.8367,,,,-6.8367,52.7168,3667,2020-03-03T00:00:00.000Z
,Cavan,76176,246380,304501,53.9878,-7.2937,,,,-7.2937,53.9878,3668,2020-03-03T00:00:00.000Z
,Clare,118817,133493,182732,52.8917,-8.9889,,,,-8.9889,52.8917,3669,2020-03-03T00:00:00.000Z
,Cork,542868,156242,77860,51.9517,-8.6372,,,,-8.6372,51.9517,3670,2020-03-03T00:00:00.000Z
,Donegal,159192,202615,405691,54.8989,-7.96,,,,-7.96,54.8989,3671,2020-03-03T00:00:00.000Z
,Dublin,1347359,313762,235813,53.3605,-6.292,,,,-6.292,53.3605,3672,2020-03-03T00:00:00.000Z
,Galway,258058,151045,235818,53.3705,-8.7362,,,,-8.7362,53.3705,3673,2020-03-03T00:00:00.000Z
,Kerry,147707,92975,102996,52.1689,-9.565,,,,-9.565,52.1689,3674,2020-03-03T00:00:00.000Z
,Kildare,222504,281262,221513,53.238,-6.7837,,,,-6.7837,53.238,3675,2020-03-03T00:00:00.000Z
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,,,-7.2175,52.5816,3676,2020-03-03T00:00:00.000Z
,Laois,84697,244211,193996,52.9952,-7.3423,,,,-7.3423,52.9952,3677,2020-03-03T00:00:00.000Z
,Leitrim,32044,200446,319670,54.1261,-7.9939,,,,-7.9939,54.1261,3678,2020-03-03T00:00:00.000Z
,Limerick,194899,149743,141780,52.5255,-8.7412,,,,-8.7412,52.5255,3679,2020-03-03T00:00:00.000Z
,Longford,40873,220162,275901,53.7325,-7.6952,,,,-7.6952,53.7325,3680,2020-03-03T00:00:00.000Z
,Louth,128884,299463,297349,53.9161,-6.487,,,,-6.487,53.9161,3681,2020-03-03T00:00:00.000Z
,Mayo,130507,117679,297355,53.9191,-9.2537,,,,-9.2537,53.9191,3682,2020-03-03T00:00:00.000Z
,Meath,195044,284946,271349,53.6851,-6.715,,,,-6.715,53.6851,3683,2020-03-03T00:00:00.000Z
,Monaghan,61386,268914,326818,54.1857,-6.9452,,,,-6.9452,54.1857,3684,2020-03-03T00:00:00.000Z
,Offaly,77961,222690,223679,53.2632,-7.6607,,,,-7.6607,53.2632,3685,2020-03-03T00:00:00.000Z
,Roscommon,64544,182029,283486,53.8008,-8.2735,,,,-8.2735,53.8008,3686,2020-03-03T00:00:00.000Z
,Sligo,65535,165130,323355,54.1581,-8.5345,,,,-8.5345,54.1581,3687,2020-03-03T00:00:00.000Z
,Tipperary,159553,205427,154345,52.6407,-7.9206,,,,-7.9206,52.6407,3688,2020-03-03T00:00:00.000Z
,Waterford,116176,234676,105809,52.2035,-7.4935,,,,-7.4935,52.2035,3689,2020-03-03T00:00:00.000Z
,Westmeath,88770,238362,255966,53.5524,-7.4219,,,,-7.4219,53.5524,3690,2020-03-03T00:00:00.000Z
,Wexford,149722,301627,141559,52.5164,-6.5037,,,,-6.5037,52.5164,3691,2020-03-03T00:00:00.000Z
,Wicklow,142425,311162,197894,53.0205,-6.3442,,,,-6.3442,53.0205,3692,2020-03-03T00:00:00.000Z
,Carlow,56932,278661,163444,52.7168,-6.8367,,,,-6.8367,52.7168,3693,2020-03-04T00:00:00.000Z
,Cavan,76176,246380,304501,53.9878,-7.2937,,,,-7.2937,53.9878,3694,2020-03-04T00:00:00.000Z
,Clare,118817,133493,182732,52.8917,-8.9889,,,,-8.9889,52.8917,3695,2020-03-04T00:00:00.000Z
,Cork,542868,156242,77860,51.9517,-8.6372,,,,-8.6372,51.9517,3696,2020-03-04T00:00:00.000Z
,Donegal,159192,202615,405691,54.8989,-7.96,,,,-7.96,54.8989,3697,2020-03-04T00:00:00.000Z
,Dublin,1347359,313762,235813,53.3605,-6.292,,,,-6.292,53.3605,3698,2020-03-04T00:00:00.000Z
,Galway,258058,151045,235818,53.3705,-8.7362,,,,-8.7362,53.3705,3699,2020-03-04T00:00:00.000Z
,Kerry,147707,92975,102996,52.1689,-9.565,,,,-9.565,52.1689,3700,2020-03-04T00:00:00.000Z
,Kildare,222504,281262,221513,53.238,-6.7837,,,,-6.7837,53.238,3701,2020-03-04T00:00:00.000Z
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,,,-7.2175,52.5816,3702,2020-03-04T00:00:00.000Z
,Laois,84697,244211,193996,52.9952,-7.3423,,,,-7.3423,52.9952,3703,2020-03-04T00:00:00.000Z
,Leitrim,32044,200446,319670,54.1261,-7.9939,,,,-7.9939,54.1261,3704,2020-03-04T00:00:00.000Z
,Limerick,194899,149743,141780,52.5255,-8.7412,,,,-8.7412,52.5255,3705,2020-03-04T00:00:00.000Z
,Longford,40873,220162,275901,53.7325,-7.6952,,,,-7.6952,53.7325,3706,2020-03-04T00:00:00.000Z
,Louth,128884,299463,297349,53.9161,-6.487,,,,-6.487,53.9161,3707,2020-03-04T00:00:00.000Z
,Mayo,130507,117679,297355,53.9191,-9.2537,,,,-9.2537,53.9191,3708,2020-03-04T00:00:00.000Z
,Meath,195044,284946,271349,53.6851,-6.715,,,,-6.715,53.6851,3709,2020-03-04T00:00:00.000Z
,Monaghan,61386,268914,326818,54.1857,-6.9452,,,,-6.9452,54.1857,3710,2020-03-04T00:00:00.000Z
,Offaly,77961,222690,223679,53.2632,-7.6607,,,,-7.6607,53.2632,3711,2020-03-04T00:00:00.000Z
,Roscommon,64544,182029,283486,53.8008,-8.2735,,,,-8.2735,53.8008,3712,2020-03-04T00:00:00.000Z
,Sligo,65535,165130,323355,54.1581,-8.5345,,,,-8.5345,54.1581,3713,2020-03-04T00:00:00.000Z
,Tipperary,159553,205427,154345,52.6407,-7.9206,,,,-7.9206,52.6407,3714,2020-03-04T00:00:00.000Z
,Waterford,116176,234676,105809,52.2035,-7.4935,,,,-7.4935,52.2035,3715,2020-03-04T00:00:00.000Z
,Westmeath,88770,238362,255966,53.5524,-7.4219,,,,-7.4219,53.5524,3716,2020-03-04T00:00:00.000Z
,Wexford,149722,301627,141559,52.5164,-6.5037,,,,-6.5037,52.5164,3717,2020-03-04T00:00:00.000Z
,Wicklow,142425,311162,197894,53.0205,-6.3442,,,,-6.3442,53.0205,3718,2020-03-04T00:00:00.000Z
,Carlow,56932,278661,163444,52.7168,-6.8367,,,,-6.8367,52.7168,3719,2020-03-05T00:00:00.000Z
,Cavan,76176,246380,304501,53.9878,-7.2937,,,,-7.2937,53.9878,3720,2020-03-05T00:00:00.000Z
,Clare,118817,133493,182732,52.8917,-8.9889,,,,-8.9889,52.8917,3721,2020-03-05T00:00:00.000Z
,Cork,542868,156242,77860,51.9517,-8.6372,,,,-8.6372,51.9517,3722,2020-03-05T00:00:00.000Z
,Donegal,159192,202615,405691,54.8989,-7.96,,,,-7.96,54.8989,3723,2020-03-05T00:00:00.000Z
,Dublin,1347359,313762,235813,53.3605,-6.292,,,,-6.292,53.3605,3724,2020-03-05T00:00:00.000Z
,Galway,258058,151045,235818,53.3705,-8.7362,,,,-8.7362,53.3705,3725,2020-03-05T00:00:00.000Z
,Kerry,147707,92975,102996,52.1689,-9.565,,,,-9.565,52.1689,3726,2020-03-05T00:00:00.000Z
,Kildare,222504,281262,221513,53.238,-6.7837,,,,-6.7837,53.238,3727,2020-03-05T00:00:00.000Z
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,,,-7.2175,52.5816,3728,2020-03-05T00:00:00.000Z
,Laois,84697,244211,193996,52.9952,-7.3423,,,,-7.3423,52.9952,3729,2020-03-05T00:00:00.000Z
,Leitrim,32044,200446,319670,54.1261,-7.9939,,,,-7.9939,54.1261,3730,2020-03-05T00:00:00.000Z
,Limerick,194899,149743,141780,52.5255,-8.7412,,,,-8.7412,52.5255,3731,2020-03-05T00:00:00.000Z
,Longford,40873,220162,275901,53.7325,-7.6952,,,,-7.6952,53.7325,3732,2020-03-05T00:00:00.000Z
,Louth,128884,299463,297349,53.9161,-6.487,,,,-6.487,53.9161,3733,2020-03-05T00:00:00.000Z
,Mayo,130507,117679,297355,53.9191,-9.2537,,,,-9.2537,53.9191,3734,2020-03-05T00:00:00.000Z
,Meath,195044,284946,271349,53.6851,-6.715,,,,-6.715,53.6851,3735,2020-03-05T00:00:00.000Z
,Monaghan,61386,268914,326818,54.1857,-6.9452,,,,-6.9452,54.1857,3736,2020-03-05T00:00:00.000Z
,Offaly,77961,222690,223679,53.2632,-7.6607,,,,-7.6607,53.2632,3737,2020-03-05T00:00:00.000Z
,Roscommon,64544,182029,283486,53.8008,-8.2735,,,,-8.2735,53.8008,3738,2020-03-05T00:00:00.000Z
,Sligo,65535,165130,323355,54.1581,-8.5345,,,,-8.5345,54.1581,3739,2020-03-05T00:00:00.000Z
,Tipperary,159553,205427,154345,52.6407,-7.9206,,,,-7.9206,52.6407,3740,2020-03-05T00:00:00.000Z
,Waterford,116176,234676,105809,52.2035,-7.4935,,,,-7.4935,52.2035,3741,2020-03-05T00:00:00.000Z
,Westmeath,88770,238362,255966,53.5524,-7.4219,,,,-7.4219,53.5524,3742,2020-03-05T00:00:00.000Z
,Wexford,149722,301627,141559,52.5164,-6.5037,,,,-6.5037,52.5164,3743,2020-03-05T00:00:00.000Z
,Wicklow,142425,311162,197894,53.0205,-6.3442,,,,-6.3442,53.0205,3744,2020-03-05T00:00:00.000Z
,Carlow,56932,278661,163444,52.7168,-6.8367,,,,-6.8367,52.7168,3745,2020-03-06T00:00:00.000Z
,Cavan,76176,246380,304501,53.9878,-7.2937,,,,-7.2937,53.9878,3746,2020-03-06T00:00:00.000Z
,Clare,118817,133493,182732,52.8917,-8.9889,,,,-8.9889,52.8917,3747,2020-03-06T00:00:00.000Z
,Cork,542868,156242,77860,51.9517,-8.6372,,,,-8.6372,51.9517,3748,2020-03-06T00:00:00.000Z
,Donegal,159192,202615,405691,54.8989,-7.96,,,,-7.96,54.8989,3749,2020-03-06T00:00:00.000Z
,Dublin,1347359,313762,235813,53.3605,-6.292,,,,-6.292,53.3605,3750,2020-03-06T00:00:00.000Z
,Galway,258058,151045,235818,53.3705,-8.7362,,,,-8.7362,53.3705,3751,2020-03-06T00:00:00.000Z
,Kerry,147707,92975,102996,52.1689,-9.565,,,,-9.565,52.1689,3752,2020-03-06T00:00:00.000Z
,Kildare,222504,281262,221513,53.238,-6.7837,,,,-6.7837,53.238,3753,2020-03-06T00:00:00.000Z
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,,,-7.2175,52.5816,3754,2020-03-06T00:00:00.000Z
,Laois,84697,244211,193996,52.9952,-7.3423,,,,-7.3423,52.9952,3755,2020-03-06T00:00:00.000Z
,Leitrim,32044,200446,319670,54.1261,-7.9939,,,,-7.9939,54.1261,3756,2020-03-06T00:00:00.000Z
,Limerick,194899,149743,141780,52.5255,-8.7412,,,,-8.7412,52.5255,3757,2020-03-06T00:00:00.000Z
,Longford,40873,220162,275901,53.7325,-7.6952,,,,-7.6952,53.7325,3758,2020-03-06T00:00:00.000Z
,Louth,128884,299463,297349,53.9161,-6.487,,,,-6.487,53.9161,3759,2020-03-06T00:00:00.000Z
,Mayo,130507,117679,297355,53.9191,-9.2537,,,,-9.2537,53.9191,3760,2020-03-06T00:00:00.000Z
,Meath,195044,284946,271349,53.6851,-6.715,,,,-6.715,53.6851,3761,2020-03-06T00:00:00.000Z
,Monaghan,61386,268914,326818,54.1857,-6.9452,,,,-6.9452,54.1857,3762,2020-03-06T00:00:00.000Z
,Offaly,77961,222690,223679,53.2632,-7.6607,,,,-7.6607,53.2632,3763,2020-03-06T00:00:00.000Z
,Roscommon,64544,182029,283486,53.8008,-8.2735,,,,-8.2735,53.8008,3764,2020-03-06T00:00:00.000Z
,Sligo,65535,165130,323355,54.1581,-8.5345,,,,-8.5345,54.1581,3765,2020-03-06T00:00:00.000Z
,Tipperary,159553,205427,154345,52.6407,-7.9206,,,,-7.9206,52.6407,3766,2020-03-06T00:00:00.000Z
,Waterford,116176,234676,105809,52.2035,-7.4935,,,,-7.4935,52.2035,3767,2020-03-06T00:00:00.000Z
,Westmeath,88770,238362,255966,53.5524,-7.4219,,,,-7.4219,53.5524,3768,2020-03-06T00:00:00.000Z
,Wexford,149722,301627,141559,52.5164,-6.5037,,,,-6.5037,52.5164,3769,2020-03-06T00:00:00.000Z
,Wicklow,142425,311162,197894,53.0205,-6.3442,,,,-6.3442,53.0205,3770,2020-03-06T00:00:00.000Z
,Carlow,56932,278661,163444,52.7168,-6.8367,,,,-6.8367,52.7168,3771,2020-03-07T00:00:00.000Z
,Cavan,76176,246380,304501,53.9878,-7.2937,,,,-7.2937,53.9878,3772,2020-03-07T00:00:00.000Z
,Clare,118817,133493,182732,52.8917,-8.9889,,,,-8.9889,52.8917,3773,2020-03-07T00:00:00.000Z
,Cork,542868,156242,77860,51.9517,-8.6372,,,,-8.6372,51.9517,3774,2020-03-07T00:00:00.000Z
,Donegal,159192,202615,405691,54.8989,-7.96,,,,-7.96,54.8989,3775,2020-03-07T00:00:00.000Z
,Dublin,1347359,313762,235813,53.3605,-6.292,,,,-6.292,53.3605,3776,2020-03-07T00:00:00.000Z
,Galway,258058,151045,235818,53.3705,-8.7362,,,,-8.7362,53.3705,3777,2020-03-07T00:00:00.000Z
,Kerry,147707,92975,102996,52.1689,-9.565,,,,-9.565,52.1689,3778,2020-03-07T00:00:00.000Z
,Kildare,222504,281262,221513,53.238,-6.7837,,,,-6.7837,53.238,3779,2020-03-07T00:00:00.000Z
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,,,-7.2175,52.5816,3780,2020-03-07T00:00:00.000Z
,Laois,84697,244211,193996,52.9952,-7.3423,,,,-7.3423,52.9952,3781,2020-03-07T00:00:00.000Z
,Leitrim,32044,200446,319670,54.1261,-7.9939,,,,-7.9939,54.1261,3782,2020-03-07T00:00:00.000Z
,Limerick,194899,149743,141780,52.5255,-8.7412,,,,-8.7412,52.5255,3783,2020-03-07T00:00:00.000Z
,Longford,40873,220162,275901,53.7325,-7.6952,,,,-7.6952,53.7325,3784,2020-03-07T00:00:00.000Z
,Louth,128884,299463,297349,53.9161,-6.487,,,,-6.487,53.9161,3785,2020-03-07T00:00:00.000Z
,Mayo,130507,117679,297355,53.9191,-9.2537,,,,-9.2537,53.9191,3786,2020-03-07T00:00:00.000Z
,Meath,195044,284946,271349,53.6851,-6.715,,,,-6.715,53.6851,3787,2020-03-07T00:00:00.000Z
,Monaghan,61386,268914,326818,54.1857,-6.9452,,,,-6.9452,54.1857,3788,2020-03-07T00:00:00.000Z
,Offaly,77961,222690,223679,53.2632,-7.6607,,,,-7.6607,53.2632,3789,2020-03-07T00:00:00.000Z
,Roscommon,64544,182029,283486,53.8008,-8.2735,,,,-8.2735,53.8008,3790,2020-03-07T00:00:00.000Z
,Sligo,65535,165130,323355,54.1581,-8.5345,,,,-8.5345,54.1581,3791,2020-03-07T00:00:00.000Z
,Tipperary,159553,205427,154345,52.6407,-7.9206,,,,-7.9206,52.6407,3792,2020-03-07T00:00:00.000Z
,Waterford,116176,234676,105809,52.2035,-7.4935,,,,-7.4935,52.2035,3793,2020-03-07T00:00:00.000Z
,Westmeath,88770,238362,255966,53.5524,-7.4219,,,,-7.4219,53.5524,3794,2020-03-07T00:00:00.000Z
,Wexford,149722,301627,141559,52.5164,-6.5037,,,,-6.5037,52.5164,3795,2020-03-07T00:00:00.000Z
,Wicklow,142425,311162,197894,53.0205,-6.3442,,,,-6.3442,53.0205,3796,2020-03-07T00:00:00.000Z
,Carlow,56932,278661,163444,52.7168,-6.8367,,,,-6.8367,52.7168,3797,2020-03-08T00:00:00.000Z
,Cavan,76176,246380,304501,53.9878,-7.2937,,,,-7.2937,53.9878,3798,2020-03-08T00:00:00.000Z
,Clare,118817,133493,182732,52.8917,-8.9889,,,,-8.9889,52.8917,3799,2020-03-08T00:00:00.000Z
,Cork,542868,156242,77860,51.9517,-8.6372,,,,-8.6372,51.9517,3800,2020-03-08T00:00:00.000Z
,Donegal,159192,202615,405691,54.8989,-7.96,,,,-7.96,54.8989,3801,2020-03-08T00:00:00.000Z
,Dublin,1347359,313762,235813,53.3605,-6.292,,,,-6.292,53.3605,3802,2020-03-08T00:00:00.000Z
,Galway,258058,151045,235818,53.3705,-8.7362,,,,-8.7362,53.3705,3803,2020-03-08T00:00:00.000Z
,Kerry,147707,92975,102996,52.1689,-9.565,,,,-9.565,52.1689,3804,2020-03-08T00:00:00.000Z
,Kildare,222504,281262,221513,53.238,-6.7837,,,,-6.7837,53.238,3805,2020-03-08T00:00:00.000Z
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,,,-7.2175,52.5816,3806,2020-03-08T00:00:00.000Z
,Laois,84697,244211,193996,52.9952,-7.3423,,,,-7.3423,52.9952,3807,2020-03-08T00:00:00.000Z
,Leitrim,32044,200446,319670,54.1261,-7.9939,,,,-7.9939,54.1261,3808,2020-03-08T00:00:00.000Z
,Limerick,194899,149743,141780,52.5255,-8.7412,,,,-8.7412,52.5255,3809,2020-03-08T00:00:00.000Z
,Longford,40873,220162,275901,53.7325,-7.6952,,,,-7.6952,53.7325,3810,2020-03-08T00:00:00.000Z
,Louth,128884,299463,297349,53.9161,-6.487,,,,-6.487,53.9161,3811,2020-03-08T00:00:00.000Z
,Mayo,130507,117679,297355,53.9191,-9.2537,,,,-9.2537,53.9191,3812,2020-03-08T00:00:00.000Z
,Meath,195044,284946,271349,53.6851,-6.715,,,,-6.715,53.6851,3813,2020-03-08T00:00:00.000Z
,Monaghan,61386,268914,326818,54.1857,-6.9452,,,,-6.9452,54.1857,3814,2020-03-08T00:00:00.000Z
,Offaly,77961,222690,223679,53.2632,-7.6607,,,,-7.6607,53.2632,3815,2020-03-08T00:00:00.000Z
,Roscommon,64544,182029,283486,53.8008,-8.2735,,,,-8.2735,53.8008,3816,2020-03-08T00:00:00.000Z
,Sligo,65535,165130,323355,54.1581,-8.5345,,,,-8.5345,54.1581,3817,2020-03-08T00:00:00.000Z
,Tipperary,159553,205427,154345,52.6407,-7.9206,,,,-7.9206,52.6407,3818,2020-03-08T00:00:00.000Z
,Waterford,116176,234676,105809,52.2035,-7.4935,,,,-7.4935,52.2035,3819,2020-03-08T00:00:00.000Z
